,Id do vídeo,Título do vídeo,Descrição do vídeo,Quantidade de Likes,Quantidade de Views,Quantidade de comentários,Url da Thumbnail,Hora de publicação do vídeo (ISO 8601),Data de publicação do vídeo
139,v895UsLmfnI,Paul Damixie - Secrets | Official Music Video,"🎵 Download or Stream ”Secrets”: https://bfan.link/secrets-track
📱 Show off your amazing TikToks with ""Secrets"" https://vm.tiktok.com/ZGJmsrNes/
Subscribe to my YouTube channel: https://www.youtube.com/channel/UChPDEFm347lsgiRfy02RqBw?sub_confirmation=1

""Secrets"" is an electrifying music track that combines haunting melodies with pulsating beats. The song's introspective lyrics explore the hidden depths of the human psyche, inviting the listener to delve into their own personal secrets and desires. The artist's powerful vocals and dynamic instrumentation create an intense and captivating listening experience that leaves a lasting impression. ""Secrets"" is a must-listen for anyone seeking a thought-provoking and emotionally charged musical journey.

Paul Damixie on DPSs:
Spotify: https://sptfy.com/Ne4f
Apple Music: https://music.apple.com/us/artist/paul-damixie/272580393

👉 Follow Paul Damixie:
Instagram: https://www.instagram.com/pauldamixie/
Facebook: https://www.facebook.com/pauldamixie
TikTok: https://www.tiktok.com/@pauldamixie_official

Credits:
Muzica: Roland Kiss, Paul Damixie,Vlad Ciresan, Vlad Flueraru, Dorian Micu
Text: Vlad Ciresan, Dorian Micu, Vlad Flueraru
Productie: Roland Kiss, Paul Damixie

(C) & (P) 2023, HaHaHa Production & Red Entertainment Group
#secrets #pauldamixie

-------------------------------------------------------------------------------------

Lyrics:
I know what's to be sacred
Always knew
I know a lot of secrets
Don't know you

And everyone's gone now
Just the two of us
I know a lot of secrets
But don't know you

Biting my lips, longing for you, you
Searching for the room with open doors, we close them
Everything we do can be a secret that we keep
A secret that we keep

I just want your love
Your love
Your love can take me higher

I just want your love
Your love
So we can start a fire

I know what's to be sacred
Always knew
I know a lot of secrets
Don't know you

And everyone's gone now
Just the two of us
I know a lot of secrets
But don't know you

Biting my lips, longing for you, you
Searching for the room with open doors, we close them
Everything we do can be a secret that we keep
A secret that we keep

I just want your love
Your love
Your love can take me higher

I just want your love
Your love
So we can start a fire",17414,12250563,134,https://i.ytimg.com/vi/v895UsLmfnI/default.jpg,14:00:43,25/04/2023
140,bESGLojNYSo,Lady Gaga - Poker Face (Official Music Video),"“CHROMATICA”
THE SIXTH ALBUM BY LADY GAGA
OUT NOW
http://smarturl.it/Chromatica

“RAIN ON ME” 
THE NEW SINGLE & VIDEO FROM LADY GAGA WITH ARIANA GRANDE
OUT NOW
http://smarturl.it/RainOnMeChromatica
WATCH THE VIDEO: https://youtu.be/AoAm4om0wTs

SHOP THE OFFICIAL CHROMATICA COLLECTION: http://smarturl.it/GagaStore

FOLLOW LADY GAGA:
Facebook: http://gaga.lk/facebook
Instagram: http://gaga.lk/Instagram
Snapchat: http://gaga.lk/Snapchat
Twitter: http://gaga.lk/Twitter
Website: http://www.ladygaga.com/
Official Store: http://gaga.lk/GagaStore
Email List: http://gaga.lk/News

Music video by Lady Gaga performing Poker Face. YouTube view counts pre-VEVO: 26,232,487. (C) 2008 Interscope Records
#Remastered",7000709,1278207882,296376,https://i.ytimg.com/vi/bESGLojNYSo/default.jpg,03:05:36,20/12/2009
141,OqEc_169ywY,Henry Moodie - drunk text (official video),"I wish I was who you drunk texted at midnight…

Listen/Download Here: https://henrymoodie.lnk.to/drunktext

SUBSCRIBE to Henry’s channel: https://www.youtube.com/henrymoodie 

Follow Henry Moodie on TikTok: https://www.tiktok.com/@henrymoodie 
Follow Henry Moodie on Instagram: https://www.instagram.com/henrymoodie  
Follow Henry Moodie on Twitter: https://twitter.com/henrymoodieuk 
Join the Discord: https://discord.gg/Edhwk4QSx9 

Stay updated and sign up to Henry's mailer: https://HenryMoodie.lnk.to/mailer

5th of November
When I walked you home
that’s when I nearly said it but then said forget it and froze
Do you remember
You probably don’t
Cuz the sparks in the sky took a hold of your eyes while we spoke

Yesterday
drank way too much and stayed up too late
I started to write what i wanna say
deleted the message but i still remember it said

I wish I
was who you drunk texted at midnight
wish I was the reason you stay up till 3 and you can’t fall asleep
waiting for me to reply


I wish I 
was more than just someone you walk by
wish i wasn’t scared to be honest and open
instead of just hoping
you’d feel what i’m feeling inside

april the 7th
And nothing has changed
It’s hard to get by when you’re still on my mind everyday
Sometimes I wonder
If you feel the same
Do we make stupid jokes tryna hide that we’re both too afraid to say

I wish I
was who you drunk texted at midnight
wish I was the reason you stay up till 3 and you can’t fall asleep
waiting for me to reply

I wish I
was more than just someone you walk by
wish I wasn’t scared to be honest and open
instead of just hoping
you’d feel what i’m feeling inside

Oh and here we go again
Destroy myself to keep a friend
Hiding away
Cuz I was afraid you’d say no
I wonder if I cross your mind
Half as much as you do mine
If I tell you the truth
What would you do I don’t know

I wish I
Had sent you that drunk text at midnight
I was just scared it would ruin our friendship
But i really meant it
I wonder how you would reply",316761,35551473,3590,https://i.ytimg.com/vi/OqEc_169ywY/default.jpg,16:00:19,10/02/2023
142,DyDfgMOUjCI,Billie Eilish - bad guy (Official Music Video),"Listen to ""bad guy"" from the debut album ""WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?"", out now: http://smarturl.it/BILLIEALBUM

Listen to “Happier Than Ever”, out now: https://BillieEilish.lnk.to/HappierTh...

Follow Billie Eilish:
Instagram: https://BillieEilish.lnk.to/Instagram
Facebook: https://BillieEilish.lnk.to/Facebook
Twitter: https://BillieEilish.lnk.to/Twitter
YouTube: https://youtube.com/billieeilish
Email: https://smarturl.it/BillieEilishEmail
Store: smarturl.it/BillieEilishStore

Lyrics:
White shirt now red, my bloody nose
Sleepin', you're on your tippy toes
Creepin' around like no one knows
Think you're so criminal
Bruises on both my knees for you
Don't say thank you or please
I do what I want when I'm wanting to
My soul? So cynical

So you're a tough guy
Like it really rough guy
Just can't get enough guy
Chest always so puffed guy
I'm that bad type
Make your mama sad type
Make your girlfriend mad tight
Might seduce your dad type
I'm the bad guy, duh

I'm the bad guy

I like it when you take control
Even if you know that you don't
Own me, I'll let you play the role
I'll be your animal
My mommy likes to sing along with me
But she won't sing this song
If she reads all the lyrics
She'll pity the men I know

So you're a tough guy
Like it really rough guy
Just can't get enough guy
Chest always so puffed guy
I'm that bad type
Make your mama sad type
Make your girlfriend mad tight
Might seduce your dad type
I'm the bad guy, duh

I'm the bad guy, duh

I'm only good at being bad, bad

I like when you get mad
I guess I'm pretty glad that you're alone
You said she's scared of me?
I mean, I don't see what she sees
But maybe it's 'cause I'm wearing your cologne

I'm a bad guy
I'm, I'm a bad guy
Bad guy, bad guy
I'm a bad

Music video by Billie Eilish performing bad guy. © 2019 Darkroom/Interscope Records

http://vevo.ly/xedZeW",18291908,1272358639,828658,https://i.ytimg.com/vi/DyDfgMOUjCI/default.jpg,16:00:04,29/03/2019
143,8T5EeZGdzXQ,Smiley - Let Me Go | Official Visualiser,"🎵 Stream or download „Let Me Go” here: https://lnkfi.re/O6l1Kt6K 
📱 Create a viral TikTok: https://vm.tiktok.com/ZGeMvfkX7/  
🔔 Subscribe to my channel: http://bit.ly/SubscribeSmiley 

Booking: alexandru@hahahaproduction.com (+4 0729 957 925)
Licensing: licensing@hahahaproduction.com 

👉 Follow Smiley::
Instagram: https://www.instagram.com/smiley_omul/  
TikTok: https://www.tiktok.com/@smiley_omul   
Facebook: https://www.facebook.com/smileyonline 
Twitter: https://twitter.com/smiley_omul   
Official website: https://smiley.ro/ 
Spotify: https://open.spotify.com/artist/3gvNMbcnvmnjGaG6hvJfSH 
Apple Music: https://music.apple.com/us/artist/smiley/1439473019 

Credits:
Music by Andrei Tiberiu Maria, Vladimir Coman-Popescu, Serban Cazan
Lyrics by Andrei Tiberiu Maria
Production by Chopsticks, Serban Cazan

Animation: Robert Jianu

00:00 Smiley ”Let Me Go”
02:06 Can't wait to see your TikToks ❤️
02:33 Smiley ”Let Me Go”

© 2023 HaHaHa Production | Red Entertainment Group
℗ 2023 HaHaHa Production | Red Entertainment Group

#Smiley #letmego  #hahahaproduction 

--------------------------------------------------------------------------------------------

Lyrics:

I guess your lips taste like they used to,
Maybe it's me, but lately, I don't feel you.
For quite some time, feeling like I'm on my own,
With or without you,
Too much time alone.

Too many fights causing heartache,
Too many sleepless nights,
But there's so much a heart can take,
And I think I'm losing my mind.
No more pain, no more going insane,
It became just a complicated game,
So simplified, where your love fade again.

If you love me, let me go (x2).

Being single is not what it used to,
Now I know we had it so good.
I'm on my knees, won't you please just take me back,
But you've already packed.
Just hold me, but you can't.

Too many fights causing heartache,
Too many sleepless nights,
But there's so much a heart can take,
And I think I'm losing my mind.
No more pain, no more going insane,
It became just a complicated game,
So simplified, where your love fade again.

If you love me, let me gooo (x3).",1699,483178,111,https://i.ytimg.com/vi/8T5EeZGdzXQ/default.jpg,09:02:34,09/01/2024
144,ZbZSe6N_BXs,Pharrell Williams - Happy (Video),"Official Music Video for ""Happy"" by Pharrell Williams
Listen to Pharrell: https://PharrellWilliams.lnk.to/listenYD

Subscribe to the official Pharrell YouTube channel: https://PharrellWilliams.lnk.to/subscribeYD

Watch more Pharrell videos: https://PharrellWilliams.lnk.to/listenYC/youtube

Follow Pharrell:
Facebook: https://PharrellWilliams.lnk.to/followFI
Instagram: https://PharrellWilliams.lnk.to/followII
Twitter: https://PharrellWilliams.lnk.to/followTI
Website: https://PharrellWilliams.lnk.to/followWI
Spotify: https://PharrellWilliams.lnk.to/followSI
YouTube: https://PharrellWilliams.lnk.to/subscribeYD

Chorus:
(Because I'm happy)
Clap along if you feel like a room without a roof
(Because I'm happy)
Clap along if you feel like happiness is the truth
(Because I'm happy)
Clap along if you know what happiness is to you
(Because I'm happy)
Clap along if you feel like that's what you wanna do

#PharrellWilliams #Happy #GIRL",8357673,1258938950,224241,https://i.ytimg.com/vi/ZbZSe6N_BXs/default.jpg,08:00:01,08/01/2014
145,dT2owtxkU8k,Shawn Mendes - There's Nothing Holdin' Me Back (Official Music Video),"New album WONDER available now
Listen here: https://wonder.lnk.to/OutNow

Follow Shawn Mendes
Instagram | https://www.instagram.com/shawnmendes/
Twitter | https://twitter.com/ShawnMendes
Facebook | https://www.facebook.com/ShawnMendesOfficial
Snap | https://www.snapchat.com/add/shawnmendes1
TikTok | https://www.tiktok.com/@shawnmendes
Website | http://www.shawnmendesofficial.com/

Subscribe to YouTube
https://ShawnMendes.lnk.to/Subscribe-OnYouTube",9308580,1257144089,215301,https://i.ytimg.com/vi/dT2owtxkU8k/default.jpg,04:00:01,21/06/2017
146,3O1_3zBUKM8,Naughty Boy - La la la ft. Sam Smith (Official Video),"Check out the official music video for ""La la la"" by Naughty Boy ft. Sam Smith

From Naughty Boy's debut album ""Hotel Cabana""
AVAILABLE NOW - Download: http://po.st/HCiTunes 

Watch the Hotel Cabana trailer at http://www.hotel-cabana.com 

Follow Naughty Boy
http://www.facebook.com/NBoyMusic 
http://www.twitter.com/naughtyboymusic

Video Directed by Ian Pons Jewell

Music video by Naughty Boy Performing La La La. © 2013
Naughty Boy Recordings Ltd, under exclusive licence to Virgin Records Ltd.

#NaughtyBoy #LaLaLa #Vevo #Pop #SamSmith",7748238,1246597505,339064,https://i.ytimg.com/vi/3O1_3zBUKM8/default.jpg,23:01:31,18/04/2013
147,Uq9gPaIzbe8,"Sam Smith, Kim Petras - Unholy (Official Music Video)","'Gloria', the album - out now: http://samsmith.world/GloriaID

The official 'Unholy' music video.

Sam Smith - 'Unholy' featuring Kim Petras
Listen at: http://samsmith.world/UnholyID

Directed by Floria Sigismondi

Label: Capitol Records
Commissioner: James Hackett

Production Company: Scheme Engine
Executive Producer: Jannie McInnes
UK Production Company: Just Fred
Executive Producer: Alexa Haywood
Producer: Fred Bonham Carter
Producer: Maurizio Von Trapp

Director of Photography: Joel Honeywell

Choreographer: (LA)HORDE - Marine Brutti, Jonathan Debrouwer, Arthur Harel
Choreographer Assistant: Daniel Alwell

Production Manager: Amanda Tuckwell
Production Manager: Aidan Robert Brooks
Production Coordinator: Scout De Wynter
Production Assistant: Aleff Henrique, Simoes Correa
Casting Company: LANE Casting London
Casting Director: Hannah Ashby Ward
Location Manager: Adam Lancashire
1st AD: Chris Kelly
2nd AD: Lucy Kelly
1st AC: Lami Okrekson
Steadicam Op: Jayy Jaramillo Gomez
Key Grip: Jac Hopkins
Gaffer: Tom Nowell
Sound Recordist: Edwin Weiss

Production Designer: Arthur De Borman
Art Director: Anna Barnett   
Prop Buyer: Ella Schlesinger   
SFX Supervisor: Mats Rivenes

Stylist: Lisa Jarvis
Wardrobe 1st Assistant: Daniel Gray
Sam Smith Stylist: Ben Reardon
Sam Smith Stylist Assistant: Sadie Davies
Sam Smith Hair & Makeup: Sienree Du
Kim Petras Make Up Artist: Anna-Maria Negri
Kim Petras Hair Stylist: Ilham Mestour
Make Up Artist: Elizabeth Hsieh
Hair Stylist: Giovanni Iovino
Sam Smith BTS: Madison Phipps

Post Production: Bonch
Editor and Sound Design: Jarrett Fijal
Assistant Editor: Martin Deen
Assistant Editor: Samantha O'Brien
Sound Design Mix: Lawrence Rothman

VFX Supervisor: Max Colt
VFX: FRENDER
Retouch: Digital Beauty Work

Color: Company 3
Senior Colorist: Stefan Sonnenfeld
Additional Colorist: Parker Jarvie
Senior Producer, Color: Blake Rice

Cast: 
Husband: Henry Davis 
Wife: Maren Bjorneseth

Dancers:
Daniel Allwell
Aleshia Williams 
Emily Haygarth
BABY
Jordan Boury
Megan Charles
Novaya Shey
Samuel Mena Garcia
Pfion Vince
J’Adore La Vie 
Sakeema

Bosses:
Gottmik
Violet Chachki

Featured Cast:
Yuri Park
Nancy Violet Jolene
Brett Tatham
Louise Gibb
Nicholas Tredrea
Kitt Ibbott
William Darby
Lulu Kapansa
Armando
Fern G
Ego Valentino
Treasure Iyamu
Daragh Mccann
Lewis Walker
Jamie
Paddy O’Brian
Amani Hussain
Miriam Veil
Max The Tribrid

Special Thanks:

Sam Smith Wardrobe:
Prada, Stephen Jones, Ed Marler, 
Olivia Nutton, Kevin Geddes, Paul Rawson

Kim Petras Wardrobe:  
Gucci, Angus Cockram, George Oxby, 
Sonia Trefilova, Grete Henriette, 
Ilia's Little Shoe Box

Gotmik Wardrobe: 
Jean Paul Gaultier, Richard Quinn 
 
Violet Chachki Wardrobe: 
Flávio Juán Núñez, Laurent TIJOU

Husband Wardrobe:  
Maison Margiela, Grenson

Wife Wardrobe: 
Gucci, Christian Louboutin  

Talent Wardrobe: 
000'M
4Element.com
Berthauss
Bordelle 
Brian de Carvalho
BVS
Christopher Reid 
Church's
Corsetorium
Christian Louboutin 
Danshan 
Dead Lotus Couture
Dreaming Eli
Elissa Poppy
Fetish Daddy 
Flávio Juán Núñez
Fleet Illya 
George Oxby and Angus Cockram 
Germanier
Grenson
Graham Cruz 
Grete Henriette 
Gucci
Hat'n'Spicy
House of Harlot
House of Law
Hugo Kreit 
Joheela 
John Paul Gaultier
Laura Florenti
Laurent Tijou
Ludovic de Saint Sernin
Maddy Rara
Mithridate
Monique Fei
Mugler
Nina Doroushi
Noel Stewart 
Oh Seong Seok
Panconesi
Paula Rowan
Prangsta Costumiers
Repetto 
Richard Anderson
Richard Quinn
Savannah Lingerie 
Sonia Trefilova
Sorcha O'Raghallaigh
Underground 
Vampire’s Wife

Listen to Sam Smith’s Complete Collection here: http://samsmith.world/CatalogueID 

Stay up to date with Sam Smith music, tours and exclusives here: http://samsmith.world/RegisterID 

Follow Sam Smith 
Website http://samsmith.world/WebsiteID 
Facebook http://samsmith.world/FacebookID 
Instagram http://samsmith.world/InstagramID 
Twitter http://samsmith.world/TwitterID 
TikTok http://samsmith.world/TikTokID

Music video by Sam Smith, Kim Petras performing Unholy. A Capitol Records UK / EMI recording; © 2022 Universal Music Operations Limited

#SamSmith #Unholy #KimPetras

http://vevo.ly/tlRvy3",3177009,232734752,75790,https://i.ytimg.com/vi/Uq9gPaIzbe8/default.jpg,17:00:12,30/09/2022
148,GzU8KqOY8YA,Sean Paul - No Lie ft. Dua Lipa,"CELEBRATING ONE BILLION VIEWS!!
Official Music Video for No Lie performed by Sean Paul.
“No Lie” is out now: https://SeanPaul.lnk.to/NoLie1ID

http://allseanpaul.com/ 

Sean Paul
https://www.facebook.com/seanpaul/
https://twitter.com/duttypaul
https://www.instagram.com/duttypaul/
https://open.spotify.com/artist/3Isy6...”

(C) 2017 Island Records, a division of Universal Music Operations Limited

#SeanPaul #DuaLipa #NoLie",7687667,1245871874,110830,https://i.ytimg.com/vi/GzU8KqOY8YA/default.jpg,18:00:31,10/01/2017
149,mehbNSTg6mA,OUDi - My Old Friend (Official Video),"The official music video for My Old Friend by OUDi
Listen here: https://lnk.to/MyOldFriend
✨ ✨ ✨ 
Directed by: OUDi
Director of Photography: Sam Aldrich
Assistant Director: Nicholas Griffy
Location: Sky Blue Cafe

Hello loneliness, my old friend.

Spotify: https://open.spotify.com/artist/0Hcui1oD1PHY6uVbcY3rk4

Apple Music: https://music.apple.com/us/artist/oudi/1722348303


#alternative #alternativepop #pop #newmusic #oudi #lonely

http://vevo.ly/Sy0U9q",36,4571,8,https://i.ytimg.com/vi/mehbNSTg6mA/default.jpg,04:53:50,09/02/2024
150,YykjpeuMNEk,Coldplay - Hymn For The Weekend (Official Video),"Coldplay - Hymn For The Weekend is taken from the album A Head Full of Dreams released in 2015 

Subscribe for more content from Coldplay:
https://bit.ly/subscribecoldplay

Listen to the album A Head Full of Dreams on YouTube here:https://www.youtube.com/playlist?list=OLAK5uy_k9JzaucpnUEtwkI6e1N4eD7eYSVpM9MZA

See more official videos from Coldplay here:
https://www.youtube.com/playlist?list=PLsvoYlzBrLFAJd4hNQSHw1lYjDKeQB_iU

FOLLOW COLDPLAY
Website: http://www.coldplay.com 
Instagram: http://instagram.com/coldplay
Twitter: https://twitter.com/coldplay
Facebook: https://www.facebook.com/coldplay
Tiktok: https://www.tiktok.com/@coldplay
Spotify: https://bit.ly/coldplayspotify

CREDITS:
Production Company: Black Dog Films with River Studios
Director: Ben Mor 
Executive Producers: Katie Dolan & Mike Rothenberg
Producer: Nina Dluhy-Miller
VFX supervisor (Los Angeles): Uzi Mor
VFX supervisor (Tel Aviv): Yaron Yashinski
Visual Effects by Yashinski Studio: Shay Wax, Elad Naim, Or Terry & Dan Geiger
Coldplay Manager: Dave Holmes (http://www.daveholmesmanagement.com)

ABOUT COLDPLAY
Since forming at university in London, Coldplay have gone on to become one of the planet’s most popular acts, selling more than 100 million copies of their eight Number One albums, which have spawned a string of hits including Yellow, Clocks, Fix You, Paradise, Viva La Vida, A Sky Full Of Stars, Hymn For The Weekend, Adventure Of A Lifetime, Orphans and, most recently, Higher Power.

#Coldplay #HymnForTheWeekend #AHeadFullOfDreams",14776668,2020142022,403138,https://i.ytimg.com/vi/YykjpeuMNEk/default.jpg,15:00:38,29/01/2016
151,kTHNpusq654,Katy Perry - Hot N Cold (Official Music Video),"REMASTERED IN HD!
Official Music Video for Hot N Cold performed by Katy Perry.
Get “Hot N Cold” from Katy Perry’s ‘One of the Boys’’: http://katy.to/OneOfTheBoys

Katy Perry Complete Collection on Spotify: http://katy.to/SpotifyCompleteYD
Katy Perry Essentials on Apple Music: http://katy.to/AMEssentialsYD
Watch your favorite Katy videos on YouTube: http://katy.to/MusicVideosYD

Follow Katy Perry:
Website: http://katy.to/WebsiteYD
Instagram: http://katy.to/InstagramYD
Twitter: http://katy.to/TwitterYD
Facebook: http://katy.to/FacebookYD

Directed by Alan Ferguson & Produced by Melissa Larson


Lyrics:
You change your mind
Like a girl changes clothes
Yeah you P.M.S.
Like a bitch
I would know
And you over-think
Always speak cryptically
I should know
That you’re no good for me
 
(Chorus)
‘Cause you’re hot then you’re cold
You’re yes then you’re no
You’re in then you’re out
You’re up then you’re down
You’re wrong when it’s right
It’s black and it’s white
We fight we break up
We kiss we make up
 
You, you don’t really wanna stay no
You, but you don’t really wanna go o
You’re hot then you’re cold
You’re yes then you’re no
You’re in then you’re out
You’re up then you’re down
 
We used to be
Just like twins
So in sync
The same energy
Now’s a dead battery
Used to laugh
About nothing
Now you’re plain boring
I should know
That you’re not gonna change
 
(Chorus)
‘Cause you’re hot then you’re cold
You’re yes then you’re no
You’re in then you’re out
You’re up then you’re down
You’re wrong when it’s right
It’s black and it’s white
We fight we break up
We kiss we make up

Someone call the doctor
Got a case of love bipolar
Stuck on a roller coaster
And I can’t get off this ride…
You change your mind
Like a girl changes clothes
 
(Chorus)
‘Cause you’re hot then you’re cold
You’re yes then you’re no
You’re in then you’re out
You’re up then you’re down
You’re wrong when it’s right
It’s black and it’s white
We fight we break up
We kiss we make up


(C) 2008 Capitol Records, LLC

#KatyPerry #HotNCold #Remastered",5834543,1206289175,199462,https://i.ytimg.com/vi/kTHNpusq654/default.jpg,02:07:26,14/10/2008
152,qN4ooNx77u0,Harry Styles - Sign of the Times (Official Video),"Official music video for ”Sign of the Times” by Harry Styles
Listen to Harry Styles: https://HarryStyles.lnk.to/listenYD 
Watch more videos by Harry Styles: https://HarryStyles.lnk.to/listenYD/youtube

Subscribe to the official Harry Styles YouTube channel: https://HarryStyles.lnk.to/subscribeYD

Follow Harry Styles
Facebook: https://HarryStyles.lnk.to/followFI/youtube
Instagram: https://HarryStyles.lnk.to/followII/youtube 
Twitter: https://HarryStyles.lnk.to/followTI/youtube 
Website: https://HarryStyles.lnk.to/followWI/youtube 
Spotify: https://HarryStyles.lnk.to/followSI/youtube 

Lyrics:
Just stop your crying, it's a sign of the times
We gotta get away from here
We gotta get away from here
Just stop your crying, it'll be alright
They told me that the end is near
We gotta get away from here

#SignoftheTimes #HarryStyles #Pop",8643109,1203785679,270701,https://i.ytimg.com/vi/qN4ooNx77u0/default.jpg,12:00:04,08/05/2017
153,OpiuFITNzEs,Smiley - Walking To The Moon | Official Visualizer,"🎵 Stream or download „Walking To The Moon” here: https://social.tunecore.com/linkShare?linkid=2CwLKUo34zz03tdHhNgH3Q 
📱 Create a viral TikTok: https://vm.tiktok.com/ZGeMgrk9H/ 
🔔 Subscribe to my channel: http://bit.ly/SubscribeSmiley 

Booking: alexandru@hahahaproduction.com (+4 0729 957 925)
Licensing: licensing@hahahaproduction.com 

👉 Follow Smiley::
Instagram: https://www.instagram.com/smiley_omul/  
TikTok: https://www.tiktok.com/@smiley_omul   
Facebook: https://www.facebook.com/smileyonline 
Twitter: https://twitter.com/smiley_omul   
Official website: https://smiley.ro/ 
Spotify: https://open.spotify.com/artist/3gvNMbcnvmnjGaG6hvJfSH 
Apple Music: https://music.apple.com/us/artist/smiley/1439473019 

Music by Andrei Tiberiu Maria, Vladimir Coman-Popescu, Dorian Micu
Lyrics by Andrei Tiberiu Maria, Dorian Micu
Production by Chopsticks
Mix & Master by Chopsticks

Animation: https://www.instagram.com/i.am.ilarian 

00:00 Smiley ”Walking To The Moon”
00:36 Can't wait to see your TikToks ❤️
00:53 Smiley ”Walking To The Moon”

© 2023 HaHaHa Production | Red Entertainment Group 

#smiley #hahahaproduction #walkingtothemoon

--------------------------------------------------------------------------------------------

Lyrics:

You're welcome to give us a reason to stay here,
But right now, we both know that's so hard to find.
So what if they call us a couple of runaways?
Don't hide on a cloud in the sky,
We will run to the spark in your eyes.
Give us love, give us space to survive.

That's why I'm walkin’ to the moon,
And love is what I'm takin’ you.
Tonight the sky is clear, there’s like we're half way there.
That's why I'm walkin’ to the moon.

We'll get a cruise around the stars,
And a private trip to Mars.
But I'd share the galaxy with you.
Take a minute, find the gravity in love,
I'll be your faithful satellite to you.

That's why I'm walkin’ to the moon,
And love is what I'm takin’ you.
Tonight the sky is clear; it's like we're halfway there.
That's why I'm walking to the moon.

That's why I'm walking to the moon,
And love is what I'm taking you.
Tonight the sky is clear, there’s like we're halfway there.
That's why I'm walkin’ to the moon.",1926,1008616,65,https://i.ytimg.com/vi/OpiuFITNzEs/default.jpg,14:00:24,14/12/2023
154,4lD0-1Uplms,Loreen - Tattoo (Official Lyric Video),"Winner of the Swedish Melodifestival 2023
More Loreen: https://bio.to/loreenID

Lyrics:

I don't wanna go
But baby we both know
This is not our time
It’s time to say goodbye
Until we meet again
Cuz this is not the end
It will come a day
When we will find our way

Violins playing and the angels crying
When the stars align then I’ll be there

Oh I don't care about them all
Cuz all I want is to be loved
And all I care about is you
U stuck on me like a tattoo
No I don't care about the pain
I’ll walk through fire and through rain
Just to get closer to you
U stuck on me like a tattoo

I'm letting my hair down
I'm taking it cool
U got my heart in your hand
Don't lose it my friend
It's all that I got

Violins playing and the angels crying
When the stars align then I’ll be there

All I care about is love
Oh oh oh
All I care about is love
U stuck on me like a tattoo",501721,68378973,7527,https://i.ytimg.com/vi/4lD0-1Uplms/default.jpg,20:30:00,25/02/2023
155,uuZE_IRwLNI,Justin Timberlake - Mirrors (Official Video),"Official Video for ”Mirrors” by Justin Timberlake
Listen to Justin Timberlake: https://JustinTimberlake.lnk.to/listenYD
Watch more videos by Justin Timberlake: https://JustinTimberlake.lnk.to/listenYD/youtube

Subscribe to the official Justin Timberlake YouTube channel: https://JustinTimberlake.lnk.to/subscribeYD

Follow Justin Timberlake
Facebook: https://JustinTimberlake.lnk.to/followFI
Instagram: https://JustinTimberlake.lnk.to/followII
Twitter: https://JustinTimberlake.lnk.to/followTI
Website: https://JustinTimberlake.lnk.to/followWI
Spotify: https://JustinTimberlake.lnk.to/followSI
YouTube: https://JustinTimberlake.lnk.to/subscribeYD

Ask your voice device to play Justin Timberlake!

Lyrics:
'Cause I don't wanna lose you now
I'm lookin' right at the other half of me
The vacancy that sat in my heart
Is a space that now you hold
Show me how to fight for now
And I'll tell you, baby, it was easy
Comin' back here to you once I figured it out
You were right here all along
It's like you're my mirror (Oh)
My mirror staring back at me (Oh)
I couldn't get any bigger (Oh)
With anyone else beside me (Oh)
And now it's clear as this promise
That we're making
Two reflections into one
'Cause it's like you're my mirror (Oh)
My mirror staring back at me, staring back at me

#JustinTimberlake #Mirrors #OfficialVideo",5648979,1202484661,180797,https://i.ytimg.com/vi/uuZE_IRwLNI/default.jpg,00:55:42,20/03/2013
156,pB-5XG-DbAA,Sam Smith - Stay With Me (Official Music Video),"'Gloria', the album - out now: http://samsmith.world/GloriaID

The official 'Stay With Me' music video.

Lyrics:
Guess it’s true
I’m not good
At a one night stand
But I still need love
Cos I’m just a man
These nights never seem to go to plan
I don’t want you to leave
Will you hold my hand

Oh won’t you
Stay with me
Cos you’re
All I need
This aint love
It’s clear to see
But darling
Stay with me

Why am I so emotional?
No it’s not a good look
Gain some self control
Deep down I know this never works
But you can lay with me
So it doesn’t hurt

Oh won’t you
Stay with me
Cos you’re
All I need
This aint love
It’s clear to see
But darling
Stay with me
Oh won’t you
Stay with me
Cos you’re
All I need
This aint love
It’s clear to see
But darling
Stay with me

Listen to Sam Smith’s Complete Collection here: http://samsmith.world/CatalogueID 

Stay up to date with Sam Smith music, tours and exclusives here: http://samsmith.world/RegisterID 

Follow Sam Smith 
Website http://samsmith.world/WebsiteID 
Facebook http://samsmith.world/FacebookID 
Instagram http://samsmith.world/InstagramID 
Twitter http://samsmith.world/TwitterID 
TikTok http://samsmith.world/TikTokID

Directed by Jamie Thraves

#SamSmith #StayWithMe",5563973,1197336392,130359,https://i.ytimg.com/vi/pB-5XG-DbAA/default.jpg,00:00:01,28/03/2014
